Situação de moradia_enc,Você está trabalhando atualmente?_enc,Você recebe bolsa ou auxílio financeiro? (Bolsa de estudos)_bin,cidade_cod,frequencia_volta_cod,Sua cidade natal é Santa Rita do Sapucaí?_bin,dependencias_ordinal,periodo_atual_enc,tipo_escola_enc,horas_estudo,abandono_oportunidade,Participação em atividades extracurriculares_enc,Você já realizou o trancamento de alguma disciplina por motivo de nota ou falta?_enc,Você já fez alguma evasão (transferência) de curso?_bin,faixa_idade_enc,genero_enc,evadiu
3,0,1,17,3,0,3,10,2,,0.0,3,0,0.0,2,1,1
3,5,0,18,6,0,3,5,2,10.0,1.0,23,1,0.0,2,1,1
1,0,1,6,6,1,4,9,2,11.0,,10,3,0.0,2,0,1
2,0,1,22,6,0,4,8,2,2.0,0.0,9,1,0.0,3,1,1
3,1,1,21,0,0,1,0,4,11.0,0.0,3,0,0.0,3,1,1
3,0,1,29,3,1,1,10,2,6.0,0.0,1,3,1.0,3,1,1
1,1,0,12,6,0,0,9,2,12.0,1.0,18,0,0.0,3,1,1
1,2,0,3,1,1,3,5,2,6.0,0.0,20,3,0.0,3,1,1
1,0,1,6,3,0,0,8,0,10.0,0.0,0,3,0.0,4,1,1
0,0,1,6,5,0,1,3,3,4.0,0.0,20,0,0.0,4,1,1
0,0,0,17,1,0,1,2,4,6.0,0.0,1,3,1.0,4,1,1
3,4,0,1,6,0,1,4,2,4.0,0.0,2,0,1.0,3,1,1
0,1,0,3,0,0,4,8,2,10.0,0.0,10,1,0.0,3,1,1
3,6,1,16,6,0,0,6,2,10.0,0.0,5,1,1.0,3,1,1
2,1,1,14,2,0,1,9,2,6.0,0.0,16,3,0.0,3,1,1
3,1,0,29,6,0,1,9,2,6.0,1.0,17,3,,4,1,1
0,2,0,4,2,0,3,0,2,8.0,1.0,17,3,1.0,4,1,1
1,0,0,29,5,0,4,7,4,11.0,0.0,3,3,0.0,3,0,1
0,0,0,11,1,1,0,10,3,10.0,0.0,0,2,1.0,2,1,1
3,2,1,18,5,0,3,6,4,8.0,0.0,0,1,0.0,2,1,1
1,6,1,11,0,0,4,9,1,9.0,1.0,0,0,1.0,3,0,1
3,1,1,13,2,0,0,4,3,7.0,0.0,23,3,0.0,1,1,1
1,1,0,8,6,0,2,0,1,8.0,0.0,0,0,1.0,2,0,1
1,0,0,12,6,0,3,9,4,9.0,0.0,5,0,0.0,4,1,1
3,6,1,16,6,0,0,6,2,10.0,0.0,5,1,1.0,3,1,1
3,1,1,11,1,1,3,8,3,10.0,1.0,0,1,1.0,2,1,1
0,3,1,21,5,1,2,4,3,6.0,1.0,8,3,0.0,2,1,1
1,0,1,15,2,0,4,6,4,10.0,0.0,15,3,0.0,1,1,1
3,2,1,21,3,1,0,6,0,5.0,,15,1,0.0,3,1,1
1,1,0,16,6,0,3,2,3,11.0,1.0,0,0,0.0,4,0,1
3,0,0,24,1,1,3,8,2,6.0,0.0,2,3,0.0,4,0,1
1,3,1,19,1,0,3,10,4,9.0,1.0,12,0,0.0,3,1,1
3,3,0,10,1,0,3,4,1,9.0,0.0,23,1,0.0,3,1,1
2,0,1,24,6,0,2,10,2,10.0,0.0,0,0,1.0,2,1,1
1,2,1,25,4,0,0,8,1,9.0,0.0,0,0,0.0,2,0,1
3,4,1,0,2,0,0,5,2,6.0,0.0,22,3,1.0,3,1,1
0,0,1,10,6,1,4,2,2,5.0,0.0,17,2,1.0,2,0,1
2,1,1,14,4,0,1,3,4,6.0,1.0,23,3,0.0,3,1,1
3,1,1,29,6,0,0,1,2,10.0,0.0,11,3,0.0,2,1,1
0,0,1,18,6,0,0,9,2,10.0,0.0,9,1,0.0,3,1,1
1,0,0,8,1,1,0,9,3,6.0,0.0,0,0,1.0,2,0,1
1,2,0,20,6,0,4,2,2,8.0,0.0,0,0,0.0,5,1,1
0,0,0,7,6,0,1,7,4,8.0,0.0,7,0,0.0,3,1,1
1,0,1,21,4,0,3,0,2,8.0,1.0,21,0,0.0,3,1,1
1,1,1,23,0,0,3,2,3,11.0,0.0,9,2,1.0,2,0,1
2,0,1,16,4,0,3,4,4,9.0,0.0,8,0,1.0,2,1,1
1,3,1,27,6,0,0,10,4,5.0,0.0,12,2,0.0,2,1,1
3,1,1,14,0,1,1,3,3,3.0,0.0,9,3,0.0,2,0,1
1,2,0,19,6,1,3,3,2,20.0,0.0,14,3,0.0,2,1,1
2,1,1,15,0,0,4,3,4,9.0,0.0,12,3,1.0,2,0,1
3,4,1,28,1,1,3,6,2,8.0,0.0,11,1,0.0,2,0,1
2,2,1,13,2,0,0,3,3,5.0,0.0,0,1,0.0,4,0,1
2,5,1,29,1,0,4,6,2,5.0,0.0,0,3,0.0,3,1,1
0,0,1,13,6,0,4,5,4,6.0,0.0,0,0,0.0,3,0,1
3,4,1,8,5,1,1,10,1,6.0,1.0,14,3,0.0,3,1,1
1,1,1,21,1,0,0,8,2,8.0,1.0,13,0,0.0,3,0,1
2,0,0,3,5,0,3,3,4,2.0,1.0,8,0,0.0,4,1,1
0,0,1,27,2,0,3,9,3,6.0,1.0,2,0,0.0,2,1,1
3,1,0,29,5,0,4,5,1,6.0,0.0,19,3,0.0,3,1,1
3,0,0,10,2,0,0,10,4,5.0,0.0,0,1,0.0,3,1,1
1,0,1,15,6,1,1,5,3,2.0,1.0,18,2,1.0,3,1,1
0,1,1,28,4,0,3,4,4,6.0,0.0,11,2,0.0,3,1,1
2,6,1,25,6,0,4,10,4,2.0,0.0,0,0,0.0,3,1,1
2,0,1,17,1,0,3,0,2,10.0,0.0,4,0,0.0,2,1,1
1,0,1,14,6,0,4,9,2,7.0,1.0,23,2,1.0,3,1,1
3,1,1,13,2,0,0,4,3,7.0,0.0,23,3,0.0,1,1,1
2,1,0,17,4,0,0,0,1,8.0,0.0,4,0,0.0,3,0,1
0,0,1,13,6,0,4,5,4,6.0,0.0,0,0,0.0,3,0,1
2,0,1,0,6,0,4,4,2,5.0,0.0,0,1,0.0,5,1,1
3,0,1,7,6,0,1,2,2,9.0,0.0,13,3,0.0,2,0,1
3,0,1,0,0,1,0,10,2,10.0,0.0,8,0,1.0,3,0,1
0,1,0,28,5,0,0,10,2,2.0,0.0,18,3,0.0,2,0,1
2,4,0,12,0,0,3,10,2,10.0,1.0,4,0,0.0,5,1,1
2,2,0,22,6,0,1,10,2,10.0,0.0,23,1,0.0,6,1,1
2,0,1,25,5,0,1,9,3,6.0,0.0,12,3,0.0,4,1,1
3,1,1,15,3,0,1,2,4,7.0,0.0,17,2,0.0,4,1,1
2,1,0,16,3,1,1,3,2,2.0,0.0,5,3,0.0,3,0,1
0,5,1,29,6,0,0,9,2,11.0,0.0,5,0,0.0,3,1,1
3,1,1,13,2,1,3,4,3,3.0,1.0,16,3,0.0,6,1,1
2,0,1,12,2,0,4,10,0,12.0,1.0,3,3,0.0,3,0,1
0,6,1,19,2,0,0,9,0,5.0,0.0,0,0,0.0,2,1,1
0,1,1,15,6,1,4,0,4,8.0,0.0,23,3,,3,1,1
0,1,1,9,6,0,0,5,3,20.0,1.0,23,1,,2,1,1
0,0,0,13,6,1,1,0,1,9.0,1.0,13,0,1.0,2,1,1
2,0,1,25,6,0,1,10,3,3.0,0.0,11,1,0.0,2,1,1
2,0,1,19,1,1,0,9,2,7.0,1.0,2,3,0.0,2,1,1
2,5,1,9,6,1,0,8,1,12.0,0.0,23,3,1.0,3,1,1
2,2,1,13,2,0,0,3,3,5.0,0.0,0,1,0.0,4,0,1
0,1,0,29,2,0,3,4,2,8.0,0.0,0,1,1.0,3,0,1
3,2,0,25,5,1,1,2,2,3.0,0.0,2,1,0.0,3,1,1
0,5,1,24,3,0,0,9,4,3.0,0.0,0,3,0.0,4,1,1
2,0,0,14,5,0,3,3,2,10.0,0.0,1,0,0.0,3,1,1
0,0,1,26,2,0,3,0,2,8.0,0.0,6,2,0.0,2,0,1
0,3,1,17,3,1,0,7,2,10.0,0.0,5,0,0.0,3,1,1
3,1,1,0,6,0,2,10,2,8.0,,0,1,0.0,2,1,1
0,0,0,19,6,0,4,6,1,4.0,1.0,6,1,0.0,5,1,1
3,0,0,6,1,0,0,6,2,5.0,0.0,16,0,0.0,3,1,1
0,1,1,21,1,1,0,0,3,7.0,0.0,1,3,1.0,6,0,1
2,0,1,29,4,1,1,10,4,8.0,0.0,18,3,0.0,2,0,1
1,0,1,29,6,1,0,1,2,7.0,0.0,23,3,1.0,1,0,1
0,0,1,29,2,0,3,9,4,7.0,1.0,0,1,0.0,3,1,1
3,0,1,20,4,0,3,7,3,12.0,0.0,7,1,0.0,3,1,1
2,0,1,29,0,1,1,9,4,5.0,0.0,14,3,0.0,4,1,1
1,6,0,25,6,0,0,4,3,3.0,1.0,0,0,1.0,2,1,1
0,2,1,25,6,0,4,3,4,12.0,1.0,23,0,0.0,3,1,1
1,0,0,5,6,0,3,0,2,2.0,1.0,12,0,0.0,3,1,1
3,0,1,0,0,1,0,10,2,10.0,0.0,8,0,1.0,3,0,1
2,0,0,0,2,0,0,1,1,6.0,0.0,5,3,0.0,3,1,1
2,1,0,28,1,1,1,2,3,2.0,0.0,16,3,0.0,3,1,1
0,0,1,2,6,0,1,5,2,10.0,1.0,13,3,0.0,3,1,1
0,4,1,29,4,1,0,1,2,5.0,0.0,0,3,0.0,4,0,1
0,4,1,24,6,0,0,8,3,8.0,0.0,5,3,0.0,3,1,1
0,6,1,19,2,0,0,9,0,5.0,0.0,0,0,0.0,2,1,1
0,0,1,20,2,0,1,8,2,8.0,0.0,5,0,1.0,1,1,1
2,2,1,15,6,1,0,5,4,5.0,0.0,11,3,1.0,3,1,1
3,2,0,23,3,0,3,8,3,12.0,0.0,2,3,0.0,3,1,1
1,0,1,16,6,0,3,10,3,9.0,0.0,20,1,0.0,3,0,1
3,0,0,19,2,0,4,3,3,5.0,0.0,0,3,1.0,3,1,1
0,1,0,29,3,0,0,9,2,10.0,0.0,2,2,0.0,3,1,1
0,0,1,12,2,0,3,10,2,11.0,0.0,23,0,0.0,4,1,1
3,1,1,23,6,1,3,5,2,7.0,0.0,15,0,0.0,2,1,1
2,1,1,0,2,0,0,10,2,7.0,0.0,0,3,1.0,2,1,1
1,0,1,26,6,0,0,1,3,8.0,0.0,0,1,1.0,3,1,1
1,0,1,6,0,0,0,10,2,6.0,0.0,0,3,0.0,2,1,1
0,0,1,27,6,0,1,7,4,8.0,0.0,10,1,0.0,2,1,1
1,1,1,18,6,0,3,4,2,7.0,0.0,23,1,0.0,1,0,1
0,0,0,14,1,0,4,8,2,3.0,0.0,9,2,0.0,2,1,1
3,0,1,20,5,1,1,5,3,2.0,0.0,4,3,0.0,2,1,1
3,2,1,8,1,0,1,10,2,,0.0,7,3,0.0,2,1,1
2,0,1,17,4,0,0,4,0,10.0,0.0,0,3,0.0,2,1,1
1,0,0,22,4,0,3,5,2,6.0,0.0,8,1,0.0,3,1,1
3,5,0,20,6,0,1,1,2,11.0,0.0,23,1,0.0,3,1,1
2,0,1,17,4,0,0,4,0,10.0,0.0,0,3,0.0,2,1,1
1,1,0,8,6,0,2,0,1,8.0,0.0,0,0,1.0,2,0,1
3,1,0,1,6,0,3,10,3,10.0,0.0,0,1,0.0,3,1,1
1,0,1,23,5,1,0,7,3,5.0,0.0,8,2,0.0,2,0,1
3,2,1,17,6,0,0,0,3,3.0,0.0,10,0,1.0,3,1,1
0,4,1,22,6,1,1,5,3,9.0,0.0,19,1,0.0,3,1,1
1,1,1,20,6,0,3,7,2,11.0,0.0,14,3,1.0,2,1,1
0,1,1,0,2,0,4,2,0,6.0,,19,0,0.0,3,1,1
2,1,0,6,6,0,3,6,2,11.0,0.0,20,1,0.0,3,1,1
2,2,1,7,6,0,3,6,2,9.0,1.0,22,2,0.0,3,1,1
1,6,0,8,6,0,4,5,2,12.0,0.0,23,1,0.0,2,1,1
3,0,1,20,6,0,4,10,2,,0.0,0,3,1.0,2,1,1
1,0,1,2,6,0,4,9,2,10.0,0.0,0,1,0.0,3,1,1
3,1,1,21,3,0,3,5,2,9.0,0.0,3,3,1.0,2,1,1
0,1,1,26,6,0,0,0,3,9.0,0.0,6,1,0.0,6,1,1
0,0,1,17,6,0,1,9,4,6.0,0.0,9,3,0.0,3,1,1
3,3,1,20,6,0,4,2,2,12.0,0.0,19,1,0.0,3,1,1
2,0,1,6,6,0,4,10,2,,1.0,0,1,0.0,2,1,1
1,0,1,21,2,0,0,10,2,7.0,1.0,14,0,0.0,1,1,1
2,2,1,7,6,0,3,6,2,9.0,1.0,22,2,0.0,3,1,1
2,0,1,26,6,0,1,10,2,11.0,0.0,13,0,0.0,2,1,1
3,0,1,27,5,0,3,8,3,6.0,0.0,7,3,0.0,2,1,1
3,0,0,22,0,1,4,10,2,8.0,0.0,0,3,1.0,5,1,1
0,2,0,10,6,0,0,9,4,,0.0,15,0,0.0,3,1,1
1,2,1,10,0,0,4,3,3,2.0,0.0,7,1,1.0,3,1,1
1,1,0,22,5,0,3,7,2,2.0,1.0,2,0,0.0,1,1,1
0,0,1,24,5,1,0,10,3,10.0,0.0,0,1,0.0,6,1,1
2,2,0,11,3,0,3,3,3,4.0,,14,0,0.0,2,1,1
3,6,0,23,0,0,4,3,4,12.0,0.0,6,2,0.0,4,1,1
2,2,0,29,2,1,4,1,2,12.0,0.0,0,1,0.0,2,1,1
1,0,1,26,2,0,4,7,2,6.0,0.0,12,0,0.0,6,1,1
3,0,0,16,4,0,3,9,2,9.0,0.0,0,0,0.0,3,1,1
3,1,0,10,5,0,0,7,3,16.0,1.0,19,0,0.0,6,1,1
2,0,0,29,4,0,3,2,4,12.0,0.0,0,3,1.0,3,0,1
3,0,0,17,3,0,0,1,3,7.0,0.0,21,1,0.0,3,0,1
3,0,0,19,2,0,4,3,3,5.0,0.0,0,3,1.0,3,1,1
2,1,0,20,6,0,0,10,2,3.0,0.0,0,0,0.0,2,1,1
1,2,1,17,6,0,3,1,1,12.0,1.0,22,3,0.0,2,1,1
3,2,1,2,6,0,0,0,2,4.0,0.0,16,2,0.0,3,1,1
0,4,1,11,6,0,2,9,2,7.0,1.0,8,3,0.0,2,1,1
2,0,1,0,6,0,4,4,2,5.0,0.0,0,1,0.0,5,1,1
3,5,0,17,6,1,0,0,1,3.0,1.0,14,1,1.0,3,1,1
0,2,0,28,2,0,0,3,2,8.0,0.0,7,1,0.0,3,1,1
1,0,0,7,6,0,4,7,2,4.0,0.0,23,0,0.0,3,1,1
2,3,1,19,6,0,0,10,2,12.0,0.0,10,3,0.0,3,1,1
0,5,0,26,3,0,3,6,4,6.0,0.0,0,0,0.0,2,1,1
3,1,1,27,0,0,3,8,2,4.0,0.0,23,3,0.0,3,1,1
0,0,1,29,3,0,0,3,2,2.0,0.0,18,3,0.0,3,1,1
0,0,1,6,5,0,1,3,3,4.0,0.0,20,0,0.0,4,1,1
1,2,0,22,4,0,3,5,2,8.0,0.0,12,3,0.0,2,1,1
0,5,1,29,6,0,4,0,2,5.0,1.0,5,0,0.0,2,1,1
0,0,0,20,2,0,0,0,3,4.0,1.0,6,0,0.0,3,1,1
0,2,1,11,6,1,4,2,4,11.0,,5,1,0.0,1,1,1
0,1,0,17,6,1,3,3,4,7.0,0.0,0,0,0.0,4,1,1
2,0,0,14,5,0,3,3,2,10.0,0.0,1,0,0.0,3,1,1
3,2,1,17,6,0,0,9,3,9.0,1.0,23,3,1.0,3,1,1
3,0,1,29,6,1,0,10,3,2.0,0.0,0,1,0.0,3,0,1
1,1,0,9,3,0,3,5,2,12.0,0.0,20,3,0.0,2,0,1
2,0,1,12,3,1,0,6,2,11.0,0.0,6,3,0.0,4,1,1
1,0,1,19,5,0,4,5,3,7.0,0.0,0,3,0.0,3,1,1
2,2,0,14,6,0,4,10,2,8.0,1.0,18,0,0.0,2,1,1
3,0,0,21,6,0,3,5,4,8.0,0.0,13,3,0.0,3,1,1
1,2,1,17,6,0,3,1,1,12.0,1.0,22,3,0.0,2,1,1
3,1,1,29,3,0,0,4,2,11.0,1.0,4,3,0.0,2,1,1
2,0,1,16,6,0,3,5,3,6.0,0.0,12,0,1.0,1,1,1
0,0,0,5,6,1,2,8,1,4.0,0.0,6,3,0.0,1,1,1
0,6,1,29,2,0,2,4,2,7.0,0.0,13,0,0.0,2,0,1
1,1,1,13,6,0,3,3,3,2.0,0.0,9,3,1.0,3,0,1
2,4,0,12,0,0,3,10,2,10.0,1.0,4,0,0.0,5,1,1
0,2,1,22,4,0,0,2,4,12.0,0.0,15,3,0.0,2,1,1
3,3,1,6,6,0,0,3,1,6.0,0.0,23,3,0.0,3,1,1
0,1,1,12,2,1,3,10,4,5.0,0.0,10,1,0.0,4,0,1
1,1,1,4,5,1,0,4,3,20.0,0.0,7,0,0.0,2,0,1
2,1,1,24,2,0,1,10,1,8.0,1.0,0,3,1.0,5,0,1
3,3,0,25,6,0,3,8,4,7.0,0.0,23,3,1.0,3,1,1
0,1,1,14,4,1,1,10,3,7.0,0.0,10,0,,5,0,1
3,1,0,18,6,0,3,7,3,2.0,0.0,5,0,0.0,2,1,1
2,1,1,16,6,1,4,2,2,11.0,0.0,3,1,0.0,5,1,1
1,0,0,22,4,0,3,5,2,6.0,0.0,8,1,0.0,3,1,1
3,0,0,19,2,0,4,3,3,5.0,0.0,0,3,1.0,3,1,1
0,0,0,29,6,0,0,9,2,9.0,0.0,2,0,0.0,3,1,1
0,0,0,14,6,1,1,10,4,7.0,0.0,0,2,0.0,3,1,1
2,0,1,29,0,1,1,9,4,5.0,0.0,14,3,0.0,4,1,1
1,1,0,15,0,1,1,7,2,10.0,0.0,18,3,0.0,1,1,1
0,1,0,29,2,0,4,10,2,9.0,0.0,11,0,0.0,2,1,1
